1800100001[354 117 12 31 0 0 1; ]
1800100002[354 119 13 31 0 0 1; ]
1800100003[354 120 13 32 0 0 1; ]
1800100004[353 124 13 32 0 0 1; ]
1800100005[352 127 13 32 0 0 1; ]
1800100006[351 130 13 32 0 0 1; ]
1800100007[351 132 13 32 0 0 1; ]
1800100008[350 133 13 32 0 0 1; ]
1800100009[350 133 13 32 0 0 1; ]
1800100010[350 131 13 33 0 0 1; ]
1800100011[350 130 13 33 0 0 1; ]
1800100012[350 128 13 33 0 0 1; ]
1800100013[350 125 13 33 0 0 1; ]
1800100014[351 122 13 33 0 0 1; ]
1800100015[351 118 13 33 0 0 1; ]
1800100016[350 116 12 33 0 0 1; ]
1800100017[350 115 12 33 0 0 1; ]
1800100018[350 113 12 33 0 0 1; ]
1800100019[350 111 12 33 0 0 1; ]
1800100020[350 110 12 33 0 0 1; ]
1800100021[350 109 12 33 0 0 1; ]
1800100022[350 108 12 33 0 0 1; ]
1800100023[350 108 12 33 0 0 1; ]
1800100024[350 108 12 33 0 0 1; ]
1800100025[350 108 12 33 0 0 1; ]
1800100026[349 108 12 33 0 0 1; ]
1800100027[349 108 12 33 0 0 1; ]
1800100028[349 108 12 33 0 0 1; ]
1800100029[349 108 12 33 0 0 1; ]
1800100030[349 110 12 33 0 0 1; ]
1800100031[349 112 12 33 0 0 1; ]
1800100032[348 114 13 33 0 0 1; ]
1800100033[347 114 13 33 0 0 1; ]
1800100034[348 114 13 33 0 0 1; ]
1800100035[348 113 13 34 0 0 1; ]
1800100036[348 110 13 34 0 0 1; ]
1800100037[348 106 13 34 0 0 1; ]
1800100038[348 104 13 34 0 0 1; ]
1800100039[348 102 13 35 0 0 1; ]
1800100040[348 99 13 35 0 0 1; ]
1800100041[347 96 13 35 0 0 1; ]
1800100042[347 92 14 35 0 0 1; ]
1800100043[347 90 14 35 0 0 1; ]
1800100044[347 89 14 36 0 0 1; ]
1800100045[347 88 14 36 0 0 1; ]
1800100046[347 88 14 36 0 0 1; ]
1800100047[346 88 14 36 0 0 1; ]
1800100048[345 90 14 36 0 0 1; ]
1800100049[345 92 14 36 0 0 1; ]
1800100050[345 96 14 36 0 0 1; ]
1800100051[345 99 15 37 0 0 1; ]
1800100052[344 102 15 37 0 0 1; ]
1800100053[344 104 15 37 0 0 1; ]
1800100054[344 105 15 36 0 0 1; ]
1800100055[344 106 15 37 0 0 1; ]
1800100056[344 106 15 37 0 0 1; ]
