0600500001[169 106 22 60 0 0 1; 345 92 31 88 1 0 1; 402 84 35 110 2 0 1; ]
0600500002[169 107 22 60 0 0 1; 349 92 31 89 1 0 1; 404 84 36 111 2 0 1; ]
0600500003[170 107 22 59 0 0 1; 352 92 32 91 1 0 1; 407 84 37 112 2 0 1; ]
0600500004[170 107 22 59 0 0 1; 356 92 32 92 1 0 1; 410 84 38 113 2 0 1; ]
0600500005[171 107 22 59 0 0 1; 359 92 32 94 1 0 1; 412 83 38 114 2 0 1; ]
0600500006[172 107 22 59 0 0 1; 363 91 33 96 1 0 1; 416 82 39 116 2 0 1; ]
0600500007[173 106 22 59 0 0 1; 367 89 34 98 1 0 1; 419 80 40 119 2 0 1; ]
0600500008[174 105 22 59 0 0 1; 371 87 35 100 1 0 1; 423 79 40 121 2 0 1; ]
0600500009[174 104 22 59 0 0 1; 375 86 35 101 1 0 1; 426 77 40 123 2 0 1; ]
0600500010[174 103 22 59 0 0 1; 379 85 35 101 1 0 1; 430 76 40 124 2 0 1; ]
0600500011[174 102 23 59 0 0 1; 383 84 35 101 1 0 1; 433 75 40 125 2 0 1; ]
0600500012[174 101 24 60 0 0 1; 387 83 35 101 1 0 1; 437 74 40 125 2 0 1; ]
0600500013[174 100 24 60 0 0 1; 391 82 35 101 1 0 1; 440 73 40 126 2 0 1; ]
0600500014[176 100 25 61 0 0 1; 396 82 34 99 1 0 1; 444 72 40 127 2 0 1; ]
0600500015[177 100 25 62 0 0 1; 400 81 34 99 1 0 1; 447 70 39 128 2 0 1; ]
0600500016[177 100 25 62 0 0 1; 405 81 34 99 1 0 1; 451 70 39 129 2 0 1; ]
0600500017[178 100 26 62 0 0 1; 409 80 34 100 1 0 1; 455 70 39 130 2 0 1; ]
0600500018[178 100 26 62 0 0 1; 414 79 36 103 1 0 1; 458 70 39 131 2 0 1; ]
0600500019[178 100 26 62 0 0 1; 418 79 37 107 1 0 1; 462 70 39 132 2 0 1; ]
0600500020[178 100 26 62 0 0 1; 423 78 38 111 1 0 1; 465 70 39 133 2 0 1; ]
0600500021[178 100 26 62 0 0 1; 428 78 38 114 1 0 1; 469 70 39 134 2 0 1; ]
0600500022[178 100 26 62 0 0 1; 433 78 38 117 1 0 1; ]
0600500023[178 101 26 62 0 0 1; 437 79 38 119 1 0 1; ]
0600500024[178 102 26 62 0 0 1; 442 79 38 120 1 0 1; ]
0600500025[178 104 26 61 0 0 1; 447 79 38 120 1 0 1; ]
0600500026[179 105 26 61 0 0 1; 452 79 38 120 1 0 1; ]
0600500027[179 106 26 61 0 0 1; 457 80 38 120 1 0 1; ]
0600500028[180 107 26 61 0 0 1; 462 81 38 121 1 0 1; ]
0600500029[180 107 26 61 0 0 1; ]
0600500030[180 107 25 61 0 0 1; ]
0600500031[179 107 24 62 0 0 1; ]
0600500032[179 106 24 63 0 0 1; ]
0600500033[179 105 23 64 0 0 1; ]
0600500034[179 104 23 64 0 0 1; ]
0600500035[179 103 24 65 0 0 1; ]
0600500036[180 102 25 66 0 0 1; ]
0600500037[180 101 26 67 0 0 1; ]
0600500038[180 101 26 67 0 0 1; ]
0600500039[180 101 26 67 0 0 1; ]
0600500040[180 101 26 67 0 0 1; ]
0600500041[180 101 26 67 0 0 1; ]
0600500042[180 102 26 67 0 0 1; ]
0600500043[180 103 26 67 0 0 1; ]
0600500044[180 104 26 67 0 0 1; ]
0600500045[180 105 26 67 0 0 1; ]
0600500046[180 105 26 67 0 0 1; ]
0600500047[180 106 26 67 0 0 1; ]
0600500048[180 106 26 67 0 0 1; ]
0600500049[180 106 26 67 0 0 1; ]
0600500050[178 106 26 66 0 0 1; ]
0600500051[177 106 27 66 0 0 1; ]
0600500052[177 106 27 66 0 0 1; ]
0600500053[177 105 27 67 0 0 1; ]
0600500054[177 103 27 69 0 0 1; ]
0600500055[177 101 27 71 0 0 1; ]
0600500056[177 99 27 73 0 0 1; ]
0600500057[176 97 27 73 0 0 1; ]
0600500058[175 94 27 74 0 0 1; ]
0600500059[173 92 27 74 0 0 1; ]
0600500060[172 92 27 75 0 0 1; ]
0600500061[172 92 28 74 0 0 1; ]
0600500062[171 93 28 74 0 0 1; ]
0600500063[170 94 29 73 0 0 1; ]
0600500064[170 95 29 73 0 0 1; ]
0600500065[169 97 29 73 0 0 1; ]
0600500066[168 98 29 73 0 0 1; ]
0600500067[168 100 29 73 0 0 1; ]
0600500068[167 100 29 73 0 0 1; ]
0600500069[166 100 28 73 0 0 1; ]
0600500070[165 100 28 74 0 0 1; ]
0600500071[164 100 27 74 0 0 1; ]
0600500072[164 100 26 75 0 0 1; ]
0600500073[163 99 26 76 0 0 1; ]
0600500074[162 99 27 77 0 0 1; ]
0600500075[161 98 28 78 0 0 1; ]
0600500076[161 96 28 79 0 0 1; ]
0600500077[161 95 28 81 0 0 1; ]
0600500078[161 94 29 81 0 0 1; ]
0600500079[161 94 29 82 0 0 1; ]
0600500080[161 94 29 82 0 0 1; ]
0600500081[161 94 30 82 0 0 1; ]
0600500082[162 94 30 82 0 0 1; ]
0600500083[162 94 30 82 0 0 1; ]
0600500084[163 95 31 81 0 0 1; ]
0600500085[164 96 31 81 0 0 1; ]
0600500086[165 97 32 80 0 0 1; ]
0600500087[166 98 32 80 0 0 1; ]
0600500088[167 98 32 80 0 0 1; ]
0600500089[168 98 32 81 0 0 1; ]
0600500090[169 98 32 82 0 0 1; ]
0600500091[170 97 31 82 0 0 1; ]
